GROUPE,SOUSGROUPE,ALIMENT,CALORIES,PROTEINES,GLUCIDES,LIPIDES,FRUCTOSE,SUCRES,GALACTOSE,GLUCOSE,LACTOSE,MALTOSE,SACCHAROSE,AMIDON
poissons cuits,"viandes, œufs, poissons et assimilés","Hareng, grillé/poêlé",189.0,21.6,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Lieu noir, cuit",99.7,23.1,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
poissons cuits,"viandes, œufs, poissons et assimilés","Limande-sole, cuite à la vapeur",90.1,17.4,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Maquereau, rôti/cuit au four",228.0,21.5,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Maquereau, frit",186.0,23.6,0.0,10.2,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Merlan, frit",125.0,23.1,0.0,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Merlan, cuit à la vapeur",98.3,23.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Cabillaud, rôti/cuit au four",94.6,22.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Morue, salée, bouillie/cuite à l'eau",113.0,26.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Cabillaud, cuit à la vapeur",106.0,24.5,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Mulet, rôti/cuit au four",143.0,24.8,0.0,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Raie, rôtie/cuite au four",96.3,23.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Roussette ou petite roussette ou saumonette, cuite",256.0,25.4,0.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés",Saumon fumé,178.0,22.0,0.91,9.49,0.15,0.0,0.0,0.15,0.0,0.15,0.15,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Saumon, cuit à la vapeur",195.0,23.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Thon, rôti/cuit au four",136.0,29.9,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Sole, cuite à la vapeur",94.6,20.3,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Sole, rôtie/cuite au four",78.2,15.7,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Sole, bouillie/cuite à l'eau",69.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Sole, frite",72.2,15.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Raie, cuite au court-bouillon",97.8,23.2,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Lotte ou baudroie, grillée/poêlée",98.2,23.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Maquereau, fumé",294.0,18.8,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés",Haddock (fumé) ou églefin fumé,97.0,22.6,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Espadon, rôti/cuit au four",266.0,28.7,0.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Turbot, rôti/cuit au four",118.0,21.3,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Merlu, cuit à l'étouffée",112.0,21.2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Églefin, grillé/poêlé",84.9,20.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Sardine, grillée",194.0,25.1,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Vivaneau, cuit",121.0,26.3,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Rascasse, cuite à la vapeur",126.0,24.6,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Lieu ou colin d'Alaska, fumé",81.3,18.3,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Lieu jaune ou colin, cuit",100.0,24.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Saumon, cuit au micro-ondes, élevage",200.0,24.2,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Saumon, bouilli/cuit à l'eau, élevage",193.0,25.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Dorade grise, ou daurade grise, ou griset, rôtie/cuite au four",121.0,22.9,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Saumon, grillé/poêlé",223.0,25.5,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Saumon, élevage, rôti/cuit au four",210.0,22.1,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Hareng fumé, à l'huile",168.0,15.1,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Julienne ou Lingue, cuite",105.0,24.5,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Flétan du Groënland ou flétan noir ou flétan commun, cuit à la vapeur",173.0,17.3,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Sole, poêlée",96.7,23.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Anguille, rôtie/cuite au four",229.0,23.6,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Anguille, bouillie/cuite à l'eau",197.0,20.5,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Brochet, rôti/cuit au four",100.0,23.1,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Carpe, rôtie/cuite au four",151.0,21.6,0.0,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Perche, rôtie/cuite au four",119.0,22.1,0.0,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Truite, rôtie/cuite au four",183.0,26.6,0.0,8.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Truite, cuite à la vapeur",99.4,19.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Truite arc en ciel, élevage, rôtie/cuite au four",143.0,21.5,0.0,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Truite arc en ciel, élevage, cuite à la vapeur",117.0,20.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Panga, Pangasius, ou poisson-chat du Mékong, filet, cuit",79.0,17.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Truite d'élevage, fumée",180.0,23.4,0.69,9.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Bar commun ou loup, rôti/cuit au four",147.0,22.2,0.0,6.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons cuits,"viandes, œufs, poissons et assimilés","Dorade (Daurade) royale, cuite au four",148.0,23.6,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Bar rayé ou bar d'Amérique, cru",113.0,20.3,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Lieu ou colin d'Alaska, cru",70.8,16.3,0.0,0.61,0.15,0.0,0.0,0.3,0.0,0.15,0.3,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Flétan de l'Atlantique ou flétan blanc, cru",96.5,21.2,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Hareng, cru",176.0,17.7,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Lotte ou baudroie, crue",67.2,15.1,0.0,0.74,0.15,0.0,0.0,0.15,0.0,0.15,0.15,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Saumon, cru, élevage",194.0,20.5,0.0,12.4,0.088,0.0,0.05,0.088,0.017,0.088,0.088,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Turbot sauvage, cru",91.5,17.2,0.0,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Cabillaud, cru",77.6,18.1,0.0,0.57,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Merlu, cru",82.6,17.6,0.0,1.35,0.15,0.0,0.0,0.15,0.0,0.15,0.15,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Lieu noir, surgelé, cru",82.4,19.8,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Merlu, filet, surgelé, cru",82.0,15.1,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Maquereau, cru",194.0,18.1,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Raie, crue",89.9,21.4,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Thon, cru",144.0,24.0,0.0,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Carrelet ou plie, cru",88.6,20.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Limande, crue",80.8,18.3,0.0,0.85,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Sole, crue",77.3,18.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Rascasse, crue",87.6,18.9,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Thon albacore ou thon jaune, cru",108.0,25.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Sardine, crue",163.0,19.5,0.0,9.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Thon listao ou Bonite à ventre rayé, cru",97.1,22.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Thon rouge, cru",155.0,23.3,0.0,6.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Bar commun ou loup, cru, sans précision",82.5,19.1,0.0,0.7,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Roussette ou petite roussette ou saumonette, crue",97.8,23.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Bar ou loup de l'Atlantique, cru",89.9,16.6,0.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Thon germon ou thon blanc, cru",121.0,27.2,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Anchois commun, cru",129.0,18.6,0.0,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Dorade royale, ou daurade ou vraie daurade, crue, sauvage",93.2,18.1,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Espadon, cru",130.0,18.9,0.0,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Éperlan, cru",85.4,17.5,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Cardine franche, crue",93.4,19.9,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Rouget-barbet de roche, cru",158.0,18.4,0.0,9.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Dorade royale ou daurade ou vraie daurade, crue, élevage",129.0,20.9,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Mulet, cru",113.0,20.1,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Truite de mer, crue",111.0,19.6,0.0,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Merlan, cru",79.3,18.8,0.0,0.47,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.1
poissons crus,"viandes, œufs, poissons et assimilés","Morue, salée, sèche",206.0,47.6,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Dorade grise, ou daurade grise, ou griset, crue",130.0,20.5,0.0,5.27,0.3,0.0,0.0,0.3,0.0,0.3,0.3,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Bogue, crue",90.0,17.9,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Bonite, crue",161.0,22.3,0.0,8.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Maquereau espagnol ou maquereau blanc ou billard, cru",135.0,22.1,0.0,5.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Denté, cru",99.3,17.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Saint-Pierre, cru",86.7,19.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Grondin, cru",94.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Corb, cru",87.2,20.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Capelan, cru",90.0,18.7,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Dorade rose, ou daurade rose, crue",102.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Rouget-barbet de roche, vapeur",143.0,24.1,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Saupe, crue",94.5,18.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Chinchard, cru",116.0,19.0,0.0,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Églefin, cru",72.3,17.3,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Congre, cru",115.0,18.3,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Grenadier (de roche), cru",68.9,15.4,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Lieu jaune ou colin, cru",75.5,17.7,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Julienne ou Lingue, crue",80.8,19.2,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Tacaud, cru",81.6,19.7,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Lieu noir, cru",82.5,18.8,0.0,0.8,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Limande-sole, crue",80.6,17.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Foie de morue, cru",619.0,5.0,0.0,66.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Vivaneau, cru",94.1,20.5,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Sabre, cru",125.0,18.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Flétan du Groënland ou flétan noir ou flétan commun, cru",168.0,13.5,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Carangue, cru",104.0,19.9,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Coulirou, cru",70.9,17.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Saumon, cru, sauvage",166.0,21.0,0.0,9.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Requin, cru",109.0,20.8,0.0,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Orphie commune, crue",133.0,20.0,0.0,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Lompe, crue",168.0,10.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Brème, cru",104.0,16.9,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Omble chevalier, cru",103.0,19.8,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Loup tacheté, cru",108.0,16.3,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Sprat, cru",186.0,19.8,0.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Turbot, cru",85.5,17.9,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Corégone lavaret, cru",115.0,20.5,0.0,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Mérou, cru",82.3,18.6,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Lingue bleue ou Lingue, crue",79.6,18.9,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Sole tropicale ou Sole langue, crue",68.2,15.7,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Turbot d'élevage, cru",109.0,18.3,0.0,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Bar commun ou loup (Méditerranée), cru, sauvage",97.9,20.1,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Bar commun ou loup (Méditerranée), cru, élevage",124.0,21.4,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Baudroie rousse ou Lotte, crue",70.2,16.7,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Sébaste du nord, ou grand sébaste, ou dorade sébaste, ou daurade sébaste, crue",89.5,18.8,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Hoki, tout lieu de pêche, cru",92.3,17.8,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Grenadier bleu ou hoki de Nouvelle-Zélande, cru",75.5,15.6,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Grondin perlon, cru",97.4,20.3,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Merlu blanc du Cap, surgelé, cru",78.0,16.1,0.0,1.52,0.3,0.0,0.0,0.3,0.0,0.3,0.3,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Chinchard maigre, cru",96.7,18.7,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Chinchard gras, cru",147.0,19.6,0.0,7.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Hareng maigre, cru",111.0,18.3,0.0,4.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Hareng gras, cru",172.0,18.7,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Joëls (petits poissons entiers) pour friture, crus",88.9,17.5,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Empereur, filet, sans peau, cru",73.5,15.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Rouget-barbet, filet avec peau, surgelé, cru (Thaïlande, Sénégal…)",96.7,16.3,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Carpe, crue, élevage",114.0,17.7,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Truite d'élevage, crue",133.0,19.3,0.0,6.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Truite arc en ciel, crue, élevage",132.0,19.0,0.0,6.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Perche, crue",82.2,17.9,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Brochet, cru",83.7,18.8,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Esturgeon, cru",123.0,17.7,0.0,5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Anguille, crue",232.0,16.1,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Pangasius ou Poisson-chat, cru",65.2,13.5,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Tilapia, cru",91.6,18.1,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Truite saumonée, crue",143.0,19.2,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Lotte de rivière, crue",77.0,17.8,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poissons crus,"viandes, œufs, poissons et assimilés","Sandre, cru",82.9,18.3,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
